sha256,num_files,num_unique_classes,class_ids,cross_class_duplicate,already_leaks_in_old_split,paths
00c128c40bcdd09e7e226e7bbe9aa6766065c405bb2c578ac1eba34b8803edad,1,1,12,0,0,Train/12/00034_00007_00009.png
00c44dcfe557ed5c907766a009c05f9997f337b5f62ed6fa8875e424c0042052,1,1,12,0,0,Train/12/00034_00009_00012.png
00c463b66b3a6431a85127aaeae08838c863dbf59b5df7a44060f0df90ef7855,1,1,33,0,0,Train/33/00001_00068_00021.png
00c9e01ec2389feee73c10267033794d5c29c5234a7366e9bd7e1999cde9ae1f,1,1,14,0,0,Train/14/00038_00048_00021.png
00d6800207a5b263ec12cb0d0533a1c20a563856c1526fb2a6ca4af8141d3778,1,1,4,0,0,Train/4/00020_00000_00019.png
00db508686a3a698e64568e2b74618762c298cde887b199de817f80ac5520a19,1,1,33,0,0,Train/33/00001_00022_00008.png
00e919c5d49aeaac21973dbfa7116b910bfb28a2bcdc6b1a6df34105e59e273d,1,1,14,0,0,Train/14/00038_00067_00013.png
00ec6d56c28f525bee2a523537f776f4f968698ef65ec0e2d00269fa47c4d56b,1,1,11,0,0,Train/11/00033_00021_00007.png
00ecd68993171e7474970a6a31c8e13834a905488be461e7125ae861fb6ace39,1,1,13,0,0,Train/13/00035_00020_00000.png
00ed2be0a647487694954d696c3e13c0524b41d2515f7204e18e776e95869c3c,1,1,1,0,0,Train/1/00014_00014_00028.png
00f018665a93f8689849442ba4230467ca6b2c124f3bf74c8c2ac1f7281e615a,1,1,3,0,0,Train/3/00019_00006_00009.png
00f10513c9bd7cfbcdb5110ae5e444cd2f8e526bfe6b422ee7744532a18ca222,1,1,7,0,0,Train/7/00025_00012_00015.png
00fe2bd22eabd65475821f72915c55fabd838c5b9445419d82587ead2d9e6137,1,1,14,0,0,Train/14/00038_00067_00000.png
01048ffeb9f9d2d53e1430b45df62ddc78615a61a788bbf6ae19577d62840bec,1,1,11,0,0,Train/11/00033_00022_00018.png
0107fa59d9ba81b51a882a4e1c23fb39536b30f66a2723be79d5e7f24c78142d,1,1,14,0,0,Train/14/00038_00053_00000.png
010fec1e6ba79fafe45d043d80d11e0180028fc3d7baafc80d310398fc100252,2,1,39,0,0,Train/39/054_0016.png|Train/39/054_1_0016.png
01151614ebe8a510770f549a579ee28de9870ca3b11eceb67330e734f8889ca3,1,1,7,0,0,Train/7/00025_00041_00010.png
0118c7475303a266c3bce1f62b758f27d2952a48b0b457f2cc4e4a904527c41c,1,1,11,0,0,Train/11/00033_00015_00010.png
011d7fc96f88107606af8f50c4bb27f5c4216572e25256a7023a20cf93f820da,1,1,14,0,0,Train/14/00038_00008_00012.png
01213f673a3daaf521649be284aeb0297f3b2fd58f45e5810cce660a6f82e6e8,1,1,13,0,0,Train/13/00035_00036_00018.png
0125ab711259cf1bcccb5b7a4d8e18f315d961569cfd488883f23e5d5ec9dc59,1,1,33,0,0,Train/33/00001_00072_00027.png
0139ade49c35592d36a60df66e2bbe011029e60be01574969e9df9fbb520f7e6,1,1,2,0,0,Train/2/00017_00032_00002.png
0142596dcc5d1393b227083f70d5d2046556ffd11475c53310d637f60dd4e670,1,1,1,0,0,Train/1/00014_00003_00021.png
0151c450bfbae616307b5d1659a6646f76bbfbef52ed8e7d8af7914853fca220,1,1,7,0,0,Train/7/00025_00037_00020.png
01550494676d8bc1b96a2db3b7fab488a9e853cfad2bf2df7e5c4a9e2f932712,1,1,11,0,0,Train/11/00033_00014_00011.png
015920b6d8dfb05817839c4e83cf2c1effa199a3af3c07c39a4a9bd3ba2dc944,1,1,15,0,0,Train/15/00039_00008_00024.png
015c5fbefe69fd53eb91add509c4b3e93d10cd98050f7754eb6967993db9a5ff,1,1,7,0,0,Train/7/00025_00024_00015.png
015d90f96c615edc3d6468b8d146491718c0c3cad38c0ab162f352ef782fa053,1,1,9,0,0,Train/9/00028_00012_00010.png
01627107999579aeb5cd10a2c90048d436e5fd8d807248a34de96c585ea838ae,1,1,13,0,0,Train/13/00035_00009_00006.png
0163c8117c18eff53c0a427cdb4b167f55ac4c18e8e98f7c9d6e16208bc5d0ee,1,1,33,0,0,Train/33/00001_00044_00010.png
01643bceec5bc7125f9123884e60c59b13860679e7b4f908e89ea29e35031d3c,1,1,13,0,0,Train/13/00035_00017_00009.png
016a1703c7b280b15a71f368dcb73e427f0c367fa93fa8d13c7e92d632b9c01d,1,1,33,0,0,Train/33/00001_00018_00017.png
016eeb87260230e66d8ab4143b8ec4462f78c358f11a7f09ae9b5a58b301abd4,1,1,13,0,0,Train/13/00035_00019_00026.png
017513c2075ffa24b95c100838a78f010099663ea7800e181b102512875ed2c3,1,1,14,0,0,Train/14/00038_00033_00015.png
017c403538a30461d0ded074c53a5fda5e32c4ba2c71cab4b0de6b256a7ad20b,1,1,9,0,0,Train/9/00028_00003_00020.png
017fe75acdb19cddfafa56e715c1e59ef68c4f013a1c2bf9f29cf3284d9b6f7d,1,1,33,0,0,Train/33/00001_00045_00028.png
018e922cbb42b78aca9c8dff97325b2142da8fb556c681f8b0a8b0dca124691b,1,1,33,0,0,Train/33/00001_00011_00026.png
0197e24f93ff5c9fd20cc26c34ffa83b3abf7d7b3302b4c53c92d3528e3d8a56,1,1,5,0,0,Train/5/00021_00006_00022.png
019ce8ef0fda6daad6eaf0513cb662e81e5f8722c4c8172db9064124176752f2,1,1,16,0,0,Train/16/00040_00005_00005.png
01a2bc0e91849bd726dc859ac03aed9c161e903291329a1a8b2234d1178d9cd4,1,1,7,0,0,Train/7/00025_00007_00023.png
01aa0127bd47d430bc68cd6ac612afa6d1fd7d0d8f366773157bdcb22990cb2a,1,1,7,0,0,Train/7/00025_00028_00014.png
01adadcb882739014044cf666dd0e72036acd11999ad32ffe4affdec35cff6d3,1,1,1,0,0,Train/1/00014_00013_00012.png
01b476d2b0ac212bbb401edadbada3605e921ce1d9a6633a3ad47648450023a7,1,1,7,0,0,Train/7/00025_00018_00019.png
01b5751f5f11a11541ffde22a5a6036a370b06e4da405dcf44ca28500e6121b5,1,1,2,0,0,Train/2/00017_00029_00025.png
01b764e8089226823df6e68ac0e2d805429c28520d6964d04e5f0c4796ac21e7,1,1,33,0,0,Train/33/00001_00053_00014.png
01bdb13e8d70607e9f77218d72ddf7d8e31b7992c2ab283c615f5b53520d4e22,1,1,2,0,0,Train/2/00017_00034_00025.png
01c047cdc510510d41b648a59d5a7ab9684b6cd2120735fce9f7695e672e56dd,1,1,33,0,0,Train/33/00001_00032_00024.png
01c326374c7a87bfcefaf26133257dd83bed77db4c80ad0bb2b462e9797b64cc,1,1,11,0,0,Train/11/00033_00012_00027.png
01c9a0e9aac35e8825c67c013ce77bae5f504445acb7cecd098a0780b182bf88,1,1,13,0,0,Train/13/00035_00036_00024.png
01ca555559889372a4178f96fbb396ccd6cfba226cf520f7ad5ae68cc496c7f5,1,1,33,0,0,Train/33/00001_00067_00025.png
01cc725d6eb494906df3b5deaea6252b0ce113a475fc73050916ccf93f043f25,1,1,2,0,0,Train/2/00017_00010_00014.png
01e0157e94d78036e17016db6dc139aa7e4dc77dbda52634967b3ea12ec99216,1,1,13,0,0,Train/13/00035_00016_00018.png
01e3f1f860c60c1d8517c7a6f7636c530a4511472986a3a894c5ce5d1a29f620,1,1,13,0,0,Train/13/00035_00022_00023.png
01e88062b24736d45ea0ff57a18b362fff0e773315a1f99a416ccaa363cdfe7f,1,1,33,0,0,Train/33/00001_00010_00023.png
01e8c94df8cbb3b3248594b4a28d0f36fdfe76ae5704e6b81a36533f260e993b,1,1,9,0,0,Train/9/00028_00014_00005.png
01ebebebeeec644ddf1a986548c9498ae90e1b23459b373a5740b488e93f120d,1,1,5,0,0,Train/5/00021_00001_00006.png
01ece9511dcb37138ecd654e86cbd405263f252f3013db1dbd0cf896eda93373,1,1,12,0,0,Train/12/00034_00009_00020.png
01f187bfa24265d52017a6213f0144b8800c047b1f00f32a3c5af2bf722b9b31,1,1,33,0,0,Train/33/00001_00042_00025.png
01f7f860bbe3173129da896823caf1f18995aec5115c5a795739c2c6652d8f52,1,1,6,0,0,Train/6/00023_00003_00005.png
01f94dbd774c559571010236b1e1b7a188cef6b16769f13ead2c93c07184e91e,1,1,14,0,0,Train/14/00038_00028_00029.png
01ff9043c7b5f22c2f94a7661acea91f5bcb8f666f4c34b883cb8293855ea2fd,1,1,12,0,0,Train/12/00034_00009_00026.png
01ffc60c1fd10a0cce69eb6a20ccdae03877cb643feb3f19f17cf3e5d78c18c6,1,1,14,0,0,Train/14/00038_00057_00009.png
02047172a055f87b4d956d41d5e26301c20ebf1eb0f54001a3cd5a27df36ca39,1,1,1,0,0,Train/1/00014_00015_00001.png
02067e4043dafeb887ca00d24d62899254bcbc71ebdd82744cc7ef4095b90eff,1,1,14,0,0,Train/14/00038_00062_00005.png
020bf2df4de9ed53d491161fcf83e6e82992e19bc370f3db78e93ea1c1914006,1,1,13,0,0,Train/13/00035_00017_00011.png
020cf79810389af7d0cc2ef824eef59babef89108f84c59046f07ee36bb0430c,1,1,33,0,0,Train/33/00001_00047_00006.png
020e89b07cc8605d774b542f75375a1289e6e4a190f8d767f194517a55bddc2e,1,1,13,0,0,Train/13/00035_00027_00000.png
02132c61748295407c8ba7803526b376062a61c602bcd94916fe80f7478e8a12,1,1,9,0,0,Train/9/00028_00007_00013.png
02197503c163dfedff785e06fde96f8993ff07ec25b5ea01ada632125f177b70,1,1,14,0,0,Train/14/00038_00067_00022.png
021b94ca186fe3c92b18601e1d0a53695e630cb144a3794fcfd7d67dce7b742e,1,1,12,0,0,Train/12/00034_00009_00029.png
021c7d88cd14e8b4ec85117bf96670f5ab931c3497ac2630d2f94a2279c9d155,1,1,2,0,0,Train/2/00017_00021_00021.png
021fe885cd5b0cb7212231822a2013e1adf85d95a1a82ff92b1c890bffd34b75,1,1,4,0,0,Train/4/00020_00000_00021.png
02231f362c1443759289e96269932cea82506b0ee3934d3cfc8cfec78e8f842c,1,1,33,0,0,Train/33/00001_00021_00001.png
022d44c6864171dac7e348594ff952b4930caa9d3e9b66ef5764fddc8e2be3ff,1,1,13,0,0,Train/13/00035_00018_00026.png
022ded9fc86b6676d53b739b7af5c1c917711b4dbf49749c6681e1d03f36f876,1,1,33,0,0,Train/33/00001_00012_00009.png
02384eeca2abdbc9dc95a484c6d355c76d941a594759c24e8cf629396d5e092f,1,1,13,0,0,Train/13/00035_00012_00006.png
023d39a149b98789115085fb218a46a792c61a07551d0ee1c7ea840cd1531616,1,1,33,0,0,Train/33/00001_00044_00001.png
023ff98f64406e669f9b73996995db6e4b305dd22db74c5f6436190d989b03a8,1,1,14,0,0,Train/14/00038_00067_00018.png
0243721796b69a3e1c0457bc6b915f19bafbb92f4ade813fa13655cbfc69ffce,1,1,10,0,0,Train/10/00029_00004_00001.png
0244af049bec4a623c18e02bb4c3d74c33c2919401bee2495c798c108bbd0615,1,1,2,0,0,Train/2/00017_00036_00024.png
0245a844e11e773f639e89b59531fc60507bbfe6cd504c846db29b8e6f9bb6e5,1,1,13,0,0,Train/13/00035_00022_00004.png
024ab105af2ecf3a79d43429c54d4853de9a86fa92deafececcdfed466517775,1,1,7,0,0,Train/7/00025_00020_00004.png
024d47cdc4e7268862b5221f0b935ed9e70fad7a73d2fdd9598a29a52c45a740,1,1,14,0,0,Train/14/00038_00050_00010.png
02516a23ccf01d2ec2d57d8761a0b3b7e634d14ebae88906a772130c5cb1c5a9,1,1,9,0,0,Train/9/00028_00010_00028.png
025b81a104cec06528f7eb94f788cb190227fb7badfd6711fc7cb4debd57999d,1,1,15,0,0,Train/15/00039_00006_00024.png
02683cb8c7f508202aeca2522fa11dbebfcfcd040f5111383a945dca20284279,1,1,12,0,0,Train/12/00034_00008_00011.png
026c466401ddd12011dbd120c28ed1f4138df385460ea8ac389033210053b5f5,1,1,14,0,0,Train/14/00038_00052_00013.png
026de3b316712193e278c0ae62000840a9defefc84c0981fec5ca467abfeba2a,1,1,12,0,0,Train/12/00034_00000_00028.png
026f106ddf5531bed2944fe2d147bf2f9d2f5101ead9c640c43e4a7503c32f61,1,1,13,0,0,Train/13/00035_00020_00004.png
027385b8bccc2439afd2e90d4ba55fc4d00c615fb2b7f57b9c58290963aaf148,1,1,33,0,0,Train/33/00001_00004_00003.png
02788f158e874f3c14d728752371f490de655aa13c0d899100ed8f5c38f0e5a9,1,1,13,0,0,Train/13/00035_00006_00009.png
02861c86e9cd1a874cd9c4dc9bb6b26cf1e20f9e6cc54078472768a36f61eb89,1,1,2,0,0,Train/2/00017_00006_00014.png
0293a7d75e3d66e143d8374685ec2bfe52db1b62beb9bba21b5535111635daf9,1,1,33,0,0,Train/33/00001_00050_00025.png
0293f3018c31cb221b977cbd252a757e8df09787723972dcd2c04b02f459130f,1,1,1,0,0,Train/1/00014_00013_00001.png
0295b51d04d51818820ff97a324da9d9d021cd4c82c0e00e0e9cf8aaab118b16,2,1,20,0,0,Train/20/017_0047.png|Train/20/017_1_0047.png
02a124c225eec9c5739a5267105c517fe7c77ba92d81b92d7c1112fa92a7cfb1,1,1,7,0,0,Train/7/00025_00043_00026.png
02a2022924c813e254b589805e21b4a772674a611ceb810a0f7fff4dc8a590d3,1,1,7,0,0,Train/7/00025_00034_00016.png
02a50daf22f5d85198cf4ff9e67779cb7cb8ccdf363f0e318a9e0ec88a2d9aaa,1,1,14,0,0,Train/14/00038_00067_00002.png
02a8666149f45538a3866696c6c48bdaa807aa33caed52ba737fd3f66fe74f30,1,1,14,0,0,Train/14/00038_00014_00027.png
02b3498142638774bdca375a85684ee7c122246d3a4e5b3436a7388088f13243,1,1,2,0,0,Train/2/00017_00031_00002.png
02b717aa8516b3c8f5d1c8f4ae686d7ea1d5ccea103c14f6b9196bc2957a204b,1,1,14,0,0,Train/14/00038_00032_00017.png
02b759d3ad73930e9565c5b357155343417c50b0d3d8f40785ee55795b499bb3,1,1,9,0,0,Train/9/00028_00009_00012.png
02ba059b7d039ab726b98e87bf3a3fbf99e67ba595d18e5fdf2edc85b9d73275,1,1,11,0,0,Train/11/00033_00010_00017.png
02bf6c79dc330f651ca6b516d5d0dd2eab9a6404f393a8480a2bdf00afd688f9,1,1,11,0,0,Train/11/00033_00015_00014.png
02d16d83b6fa174bfcbfdb087fece4c664edeeef3a29673503994aff1b67da94,1,1,14,0,0,Train/14/00038_00005_00014.png
02d4dbf6eb69d7b7d77d674068fda2f1f57846367d655e663186a5cf71429ea8,1,1,14,0,0,Train/14/00038_00051_00019.png
02d51814ed862e4b55d9093f2cd3884e18ee6bc374e1724d27dc48fa1bc3794d,1,1,11,0,0,Train/11/00033_00003_00003.png
02d593592ed044863ee8f34710166e94df5c6a000049129958e64db09d51890e,1,1,2,0,0,Train/2/00017_00036_00006.png
02d883db73bd70496991ac0c6f98b86c65ee9418176f92a057ca1375ffac901a,1,1,5,0,0,Train/5/00021_00000_00026.png
02d9c8c817af6b1ec3ed2d5684aedc71973f9e8f18b23e9f9ff43e33c4e3e659,1,1,1,0,0,Train/1/00014_00006_00026.png
02dad7f8ef9e2df1c05c7515d0e1575ba3212fb118385e6af5d9feb8fdd36eae,1,1,33,0,0,Train/33/00001_00045_00019.png
02db9a744101b2f9e409db21190368a940a3717f1acfd8609dc53e6fa89c8529,1,1,7,0,0,Train/7/00025_00002_00024.png
02e95d45b465af790f933e2f590be006db6cd89560da4ac9b50846f20bb0b494,1,1,7,0,0,Train/7/00025_00024_00012.png
02eef9ebf0e8b4357c867ca721d37ad40bd67ff0afc524f57bb48ca7fe571b11,1,1,6,0,0,Train/6/00023_00009_00013.png
02f0e97f93fe74897e2cc32ebdb48bc82a70f12eabbb485e3b55442de246b30d,1,1,13,0,0,Train/13/00035_00024_00009.png
02fde2ba33e0ddd8631bd0a6583a746524e1623b0be87f811e339f8093a9da7c,1,1,33,0,0,Train/33/00001_00004_00026.png
0309ce786498d56f725f0bef3a54494dc9c452577b030cbdadb725f5e154f7b8,1,1,14,0,0,Train/14/00038_00052_00006.png
030c36075565655d373c27b408e1b3150eebfe146cd986e13c3a49e5497dd979,1,1,16,0,0,Train/16/00040_00006_00023.png
030e3446efb18d96162668684192ffc9f23bdfca9a120b2163dd688767560a99,1,1,12,0,0,Train/12/00034_00005_00015.png
030ebf2be6c852f9c21f60dd699d921a995193dd9a1f026b394a3cd99d985bad,1,1,12,0,0,Train/12/00034_00007_00008.png
0315cd63b0c7c58e7017a9e920f514adbee58bff4ba02f57d7c3eac46e212715,1,1,4,0,0,Train/4/00020_00011_00020.png
031b9e16b4e93644e96d0c7b37e1e9c5e5ca9623f9df99e6b09ccd3c0a5a2083,1,1,33,0,0,Train/33/00001_00012_00018.png
031e1dbed1fdca7144e1858d28b669e6d303e04af6f8faf43682a445640d937d,1,1,1,0,0,Train/1/00014_00014_00003.png
03285d359e908cc333d9ea5d23b5659943e05b21860e07dfbc0442e4b40e8c4f,1,1,2,0,0,Train/2/00017_00035_00009.png
0329a8281124554954ce32bfd2c34951abf90e8f125bd9472058d70c34e842fe,1,1,7,0,0,Train/7/00025_00048_00006.png
033895e318c1749b2cc4f79e600bbf3d55f36eecacba02ab5accf452054c479c,1,1,2,0,0,Train/2/00017_00013_00029.png
033c4d37df96ae7d8c2cb26bb2d309f980ba1c6853b673303485d0f8e1f384bf,1,1,2,0,0,Train/2/00017_00013_00027.png
034a6a5868faf6e3b93cd46cfcb743f4f1feeeb9e255f373e659790607c92984,1,1,4,0,0,Train/4/00020_00006_00016.png
034e186a7ff4d14b618639699d3eabd4cee0509a52934ec7553928a273c0accb,1,1,9,0,0,Train/9/00028_00003_00000.png
034e2fe1b4768558cc60b0cccf84fb09db07cc34d2f2395571c93d0d75050f78,1,1,33,0,0,Train/33/00001_00015_00021.png
03597740706ce8d518ceefbc2f6adaef7e6c804ee427c2302ba0ddd6a9417245,1,1,1,0,0,Train/1/00014_00003_00006.png
035f0bd5930d8b720572e5775feb491e7db963c299d4f8d483af632c0914b000,1,1,7,0,0,Train/7/00025_00046_00016.png
03611afb4dd12741ae0935a25e9cb8bb0ce2a69734d2228bd3cc40ea8232269a,1,1,14,0,0,Train/14/00038_00015_00025.png
036268b28de23d0e8046e53de8c13aed105503e51ec9fc6bc4da4c0329512491,1,1,33,0,0,Train/33/00001_00070_00018.png
036782178d71a0e376a8083129336c519fe27a00813e5991bd7a75c7d8da1e7f,1,1,7,0,0,Train/7/00025_00044_00008.png
03692e17dc99e93671b064b79f79cb7c77708e1c22382eacbc26789cfbc60861,1,1,11,0,0,Train/11/00033_00014_00010.png
036c2db72c935fea805fe31836c12626228b616ba6de98006ec5ce0e112ac05d,1,1,33,0,0,Train/33/00001_00073_00000.png
036f9476572e9139d4552c3c06753ab08e55ddb9951c11bb4bca76242b52fdfc,1,1,14,0,0,Train/14/00038_00010_00027.png
037184bbbe44073059a9eb8907f6be4ec8004e8cc67a4c45e2dd2a513eb7622b,1,1,2,0,0,Train/2/00017_00028_00006.png
0376dbd5bf8f649ae96634cc6f3d9a210fc8b5fa1464aa34edfa78a4ced87693,1,1,13,0,0,Train/13/00035_00038_00026.png
0380accf880799e5e9f88ae31f7da0941aa17c5f54f94ac001c26f81b214ba49,1,1,14,0,0,Train/14/00038_00024_00002.png
0382805faebfd0f9e65ec9167ab470e813ffb84c469bf34a3964fd8b2b66ca35,1,1,7,0,0,Train/7/00025_00021_00000.png
039192019092aaced5916fce31b475bc95f49f722bc00266f41a3f10c83bbce3,1,1,33,0,0,Train/33/00001_00038_00004.png
0398f41f297406189ac6aebba9a3a5162a2c6f2f0b8e3b3cd1928b406ffbc258,1,1,4,0,0,Train/4/00020_00002_00016.png
039b238bf506129dbb68c1c45f1476557ab24ac4e3be44eb7c67efddb9342050,1,1,13,0,0,Train/13/00035_00000_00000.png
03a5b88caaf1066d3e7a9894d5310929b7e12f97a1231f9b748e3e33d94c322b,1,1,33,0,0,Train/33/00001_00028_00017.png
03a90d24b3011ed78486ed2995dcd9bc74f2bede08ff4cc81f15f5703f1981a9,1,1,14,0,0,Train/14/00038_00051_00000.png
03a91e48fb8359f56b6cae8b9c832b15840964889e43ff1edcc9b1c87e3c8f4e,1,1,7,0,0,Train/7/00025_00009_00000.png
03adf446d69908bd1a78ec419d1b711c0360e311e1ff8d5d11d040b3d5aaf8f4,1,1,13,0,0,Train/13/00035_00025_00012.png
03aecbb94ce13b87b11f4130a849c84b5e6b431930330f5be132f744dfc7a1ca,1,1,13,0,0,Train/13/00035_00031_00019.png
03b13e5bc9b996830e11748c6538e0f82c830cc1914cfcb2aa92d0b3bddb89bd,2,1,20,0,0,Train/20/017_0030.png|Train/20/017_1_0030.png
03c3a6201cbd0f64cc4522dfdc3be5f86cd925b652794417d4e820f6387f759a,1,1,13,0,0,Train/13/00035_00031_00020.png
03c5a258021b0ba23c7d49a99eed48a79d16c2454d8caeb30df182e9c6fd21c4,1,1,5,0,0,Train/5/00021_00002_00028.png
03d4a1cd995932dd1c4442b2814a0b6a25e467fd6bdc6631666542f3309e7b29,1,1,12,0,0,Train/12/00034_00013_00016.png
